Artikel	Bolag	"Adr klass"	RID-S-klassificering	Klassificeringskod	Packningsgrupp	Packningsinstruktioner	"Särskilda Packningsföreskrifter"	"Särskilda Packningsinslag"	"Särskilda Föreskrifter"	Tunnelbegränsningar	"Un nummer"	Transportnamn	Varningsetikett	Miljörisk	"Föreskrift för begränsad mängd"	"Föreskrift för minskad mängd"	Flampunkt	Lastningskoder	Användarinstruktioner	Farokod	Säkerhetsbroschyr	"Länk till säkerhetsbroschyr"	IMDG-KOD	ICAO-TI	"Minsta temperatur"	Hållbarhetstid	Temperaturkänslighet	"Vikt netto"	"Volym (L)"	"Farligt gods nivå"
700316608	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700316610	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700316612	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700316623	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700316624	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700316629	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700316630	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700316631	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317070	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317071	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317074	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317075	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317081	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317082	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317083	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317084	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317085	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317086	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317087	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317088	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317089	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317090	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317091	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317092	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317093	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317094	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317095	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317096	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317097	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317098	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317099	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317100	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317101	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317102	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317103	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317104	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317105	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317106	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317107	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317108	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317109	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317110	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317111	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317112	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317113	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317114	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317115	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317116	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317117	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317118	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317119	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317120	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317121	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317122	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317123	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317124	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317125	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317126	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317127	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317128	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317129	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317130	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317131	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317132	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317133	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317134	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317135	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317136	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317200	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317201	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700317340	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319314	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319315	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319316	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319317	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319318	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319319	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319320	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319321	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319329	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319330	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319331	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319815	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319816	MG	0									0				0	0	0	0		0	False		0		0	0	0	0		
700319817	MG	0															0				False				0	0				
700319818	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319820	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319822	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319824	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319825	MG	0			II						3481				0	0	0	0		0	False		0		0	0	0	0	0	
700319826	MG	0			II						3481				0	0	0	0		0	False		0		0	0	0	0	0	
700319827	MG	9		M4		"P903, P903-5, LP903"				E	3481	"LITHIUM ION BATTERIES PACKED WIT"			0	0	0	0		0	False		0		0	0	0	"15,2"	0	DG
700319828	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319829	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319830	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319831	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319832	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319833	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319834	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319835	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319836	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319837	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319838	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319839	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319840	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319842	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319843	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319844	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319845	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319846	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319847	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319848	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319849	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319850	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319851	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319852	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319853	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319856	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319857	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319870	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319876	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319878	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319879	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319881	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319882	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319883	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319886	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319887	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319892	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319899	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319912	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319913	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319914	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700319925	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320139	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320140	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320141	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320142	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320143	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320163	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320164	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320165	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320166	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320167	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320168	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320169	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320170	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320171	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320172	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320173	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320174	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320175	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320176	MG	0									0				0	0	0	0		0	False		0		0	0	0	0		
700320203	MG	0															0				False				0	0				
700320204	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320205	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320206	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320214	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320242	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320243	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320245	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320246	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320254	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320258	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320261	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320270	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320286	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320289	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320291	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320292	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320294	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320297	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320298	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320301	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320302	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320304	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320306	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320311	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320313	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320319	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320321	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320325	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320327	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320333	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320335	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320340	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320341	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320342	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320346	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320349	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320351	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320352	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320354	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320355	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320361	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320363	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320364	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320367	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320375	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320376	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320381	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320386	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320388	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320390	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320392	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320399	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320400	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320401	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320402	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320408	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320409	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320410	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320413	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320434	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320436	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320443	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320449	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320451	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320458	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320461	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320470	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320476	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320478	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320481	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320483	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320485	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320487	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320488	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320489	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320490	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320493	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320497	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320498	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320505	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320508	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320510	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320514	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320515	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320526	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320530	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320534	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320538	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320539	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320540	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320541	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320543	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320545	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320552	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320558	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320560	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320565	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320578	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320579	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320580	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320584	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320585	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320592	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320594	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320598	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320599	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320603	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320604	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320606	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320607	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320608	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320610	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320611	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320614	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320618	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320621	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320624	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320625	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320626	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320628	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320629	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320636	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320640	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320641	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320644	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320646	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320648	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320651	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320652	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320653	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320660	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320662	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320663	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320666	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320667	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320668	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320669	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320671	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320679	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320681	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320682	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320688	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320689	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320690	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320694	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320699	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320704	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320705	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320710	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320711	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320712	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320720	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320730	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320732	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320736	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320738	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320740	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320748	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320751	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320752	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320754	MG	0									0				0	0	0	0		0	False		0		0	0	0	0		
700320756	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320760	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320763	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320775	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320776	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320777	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320778	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320784	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320785	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320786	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320787	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320789	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320790	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320791	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320792	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320793	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320795	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320796	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320797	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320801	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320802	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320803	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320806	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320807	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320808	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320809	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320829	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320832	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320833	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320838	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320846	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320847	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320850	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320856	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320861	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320863	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320864	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320867	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320870	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320873	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320874	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320875	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320882	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320883	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320886	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320888	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320891	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320898	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320905	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320911	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320916	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320919	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320923	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320928	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320929	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320931	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320933	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320934	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320935	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320936	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320942	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320953	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320957	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
700320959	MG	0									0				0	0	0	0		0	False		0		0	0	0	0	0	
